棒 西藏早期宗教的俗稱。為 Bon的音譯。略似於中國的巫、道，所奉者為丹巴嘉饒（（智者大師），分左右兩派，棒屬右派，近於喇嘛紅教，以鎮壓妖魔、幻術為主。衣冠皆黑衣，故有黑教之稱。當地人稱為「棒」，現僅西藏及後藏部分地區的人信奉。
棒 用棍子打。
遇到 碰到。
家教 家庭中的禮法或指父母對子女的管教。
家教 家庭教師。
亦 位於句首或句中，無義。
亦 姓。如明代有亦孔昭。
亦 相當於「又」。
亦 相當於「也」、「也是」。
亦 只是、不過。
亦 已經。
亦 雖然。
講道 講解經義或宗教教義。
四處 各處。
圈 量詞。計算環繞次數的單位。
圈 
圈 姓。如漢代有圈稱。
劃 用刀子或其他利器從物體表面拖拉而過。
平常 平日、平時。
平常 普通、平凡，沒有特異之處。
設定 法律關係的創設。如設定地上權、地役權等。
設定 預先設置訂定。
設定 邏輯上必須條件的假設。例如「柏拉圖的兒子替他父親完成了理想國一書」這句話中，就包含了兩項設定。第一，柏拉圖有一個兒子。第二，柏拉圖曾從事撰寫理想國一書，但沒有完成它。缺少這兩項設定的任何一項，這句話就毫無意義。
不然 不如此、不這樣。
不然 難不成、莫不是。
不然 不悅、不高興。
不然 不行、行不通。
不然 不如。
不然 否定對方所說的話。
試用 物品於正式使用前，試驗其效能、品質是否符合標準的使用，稱為「試用」。
試用 在正式錄用前，探試考核其才能和勝任程度的非正式任用。
人 人的品格和性情。
人 二一四部首之一。
人 姓。如明代有人杰。
電梯 用電力作為動力來源的升降機。
電路 電流由電源經導線、開關至電器的迴路。
到案 因訴訟案件而至警政機關報到。
變形 物體受到外力的影響而發生的體積或形態的改變。
變形 人的外貌或物品的形狀、格式產生變化，有異於原先的形態。
變形 岩石受應力造成褶皺、斷層、剪裂、張裂的總稱。
徵求 尋求收集。
策略 計畫。
蛋黃 鳥類卵裡的黃色膠狀物體。球形，有一個小圓點為胚盤、胚點，幼鳥即由此發育生長。
肺活量 肺臟的最大換氣量。男子平均三千立方公分，女子約二千五百立方公分。
凌晨 清晨、黎明。
發話 開口說話。
發話 氣沖沖的說話。
沒辦法 無法、沒有解決之道。
運作 推展、進行。
睡覺 剛睡醒。
睡覺 合上眼進入睡眠狀態。
設防 設置防禦保衛的設施。
歡樂 歡喜快樂。
試題 考試的題目。
肉身 父母所生的身軀。
錢袋 錢包、荷包。
核心 中心，主要的部分。
核心 核子反應器中放置燃料和進行核分裂鏈反應的地方。
某某 不特定的人或事的代稱。
新羅 國名。古代朝鮮的三個王國之一。相傳為赫居世所建，至西元四世紀中葉，成為朝鮮半島東南的強國。定都慶州，繼而與百濟、高句麗鼎足而立。七世紀中葉滅百濟及高句麗，趕走唐朝軍隊，幾乎一統半島。後於九世紀衰落，而滅於王氏高麗（王建）。新羅國王十分仰慕中國文化，除派遣子弟至長安留學外，其文字、曆法、律令制度、服飾等盡依唐式，唐化程度十分澈底，故亦稱為「君子國」。
運轉 氣運轉變。
運轉 沿著一定的軌道轉動。
輸出 電腦資料、信號的發出輸送。
輸出 將本國貨物運到外國。
米粉 一種食品。用米磨成細末，加水製成細長條，可煮或炒。
米粉 米磨成的粉末。
一切 一例、一律。
一切 全部、所有。為總括之詞。
容量 中空容器所能容物的量。
容量 容納的數量。如電容量、熱容量。
白天 日出後，日落前的時間。
添 增加。
糟 釀酒時濾下來的渣滓。
糟 比喻沒有價值的東西。
糟 腐爛、腐朽。
糟 以酒醃漬食品。
糟 姓。如明代有糟士奇。
建立 產生、形成。
建立 創立、設立。
某 我，自稱之詞。
某 不指名的人或事物的代稱。
高科技 需要高水準人才和設備的精密工業技術，如電腦科學、太空科學等。
輪流 依次更替。
重 劇烈的。
重 添加、複疊。
重 價值高的。
重 尊敬。
重 謹慎。
重 物體或人體的分量。
重 濃、厚。
重 增加。
重 量詞。計算相疊、累積物的單位。
重 要緊的。
重 偏好。
重 再、另。
重 嚴峻的。
重 比……為重。
重 每每、屢次。
查 姓。如五代時南唐有查文徽。
查 考察、檢查。
查 翻閱、檢尋。
查 我。同「咱」<1>。
查 大筏，水中的浮木。
系 接續、繼承。
系 懸繫。
系 大學中所分的學術科別。
系 有一定秩序及聯屬關係的整體或組織。
系 姓。如春秋時楚國有系益。
夢遊 在睡夢中無意識的起來，並完成複雜的動作。
不一定 不肯定、不確定。
教室 學校裡進行教學活動的房間。
裡面 內部。
去年 過去的一年。
反正 敵對的一方向我方投降。
反正 由不正復歸於正。
全民 全體人民。
斷絕 隔斷。
下車 從車上下來。
下車 周武王滅殷之後，未及下車，立即封黃帝之後於薊。見禮記．樂記。後用以指官吏赴任。
如 表示舉例。
如 於，表示比較。
如 或者。
如 姓。如三國時魏國有如淳。
如 假若。
冷戰 比喻人與人間，除肢體、語言的衝突外，任何緊張、對峙的狀態。
冷戰 泛指國際間除武力衝突外的其他一切緊張、對峙的狀態。如第二次世界大戰結束後，由於歐洲的崩潰、西方殖民地秩序的瓦解及共產勢力的擴張，乃形成美國領導的民主陣營與蘇俄領導的共產集團非戰非和的微妙關係。雙方在意識型態、政治、經濟與軍事等方面均有衝突，只是沒發動全面性的戰爭，稱為「冷戰」。
回味 事後的回想、體會。
回味 吃過之後，回想甘美的味道。
後繼 後面繼續跟上。
後繼 後續承繼者。
後繼 再娶的妻子。
檢查 點驗查看。
第一 最先、最前、最好、最重要的。
徵稿 公開徵求稿件。
妳 用於女性的第二人稱。
妳 「嬭」的異體字。
妳 「嬭」的異體字(02941)
中心 泛指某一特定性質，具樞鈕地位的地點。
中心 核心，事物的主體。
中心 心中、內心。
中心 正中央的位置。
損失 損毀丟失。亦指損毀丟失的物品。
特價 廠商減價時特定的價格。
無 
無 姓。如漢代有無且。
無 不要。
無 沒有。
無 不、沒。
無 用於句首。無義。
無 用於句末。
無 非、不是。
無 未。
恐龍 動物名。中生界棲息陸地的爬蟲類。頸尾均長，後肢長於前肢，時以後肢及尾直立，形狀可怖。種類甚多，今均已絕跡。
拉麵 湯餅。用麵做的餅類食物。
拉麵 將麵粉與水和好，略放一段時間，使得水分充分滲入麵粉中，然後再將它用力拉長並對折，同時撲上乾麵粉再拉，如此成倍數增加拉成許多的麵條。
心裡 心中。指頭腦中的思想或情緒。
心裡 胸腔中。
教官 元、明、清時，府、州、縣學教授、學正、教諭、訓導等掌教誨曉諭之職者，通稱為「教官」。
教官 古代掌管教化人民的官員。
教官 現今軍隊、軍事學校與一般訓練機構之教員，或學校中教授軍事訓練課程者，均通稱為「教官」。
意識 覺察、警悟。
意識 泛指一切精神活動。如知覺、記憶、想像等皆屬之。
意識 佛教用語。對一切現象能產生分別作用的心。
分析 把本來合在一起的分離。
分析 分家。
分析 對事理的分解辨析。
套房 含有整套盥洗衛浴設備的臥房。
套房 舊時的住宅中，與正房通連的小房間。屬於正房的一部分，但沒有直通外面的門。
慢速 較慢的速度。
公式 科學上可以通用的定則。
公式 數學問題中所設諸數，用文字表示其解得的具體結果，可適合於相類問題的算式，稱為「公式」。
公式 可以應用於同類事物的方式、方法。
開放 釋放。
開放 取消不必要的禁制，任人自由活動。
受不了 無法忍受。
騰雲 乘雲霧飛行。
騰雲 比喻奔馳迅速。
來不及 時間短暫，無法趕上或顧及。
來不及 事發突然，無法搶救。
氣體 物體三態之一。沒有固定形狀和體積，如空氣即是。再加細分，臨界溫度以下的稱為「蒸氣」，臨界溫度以上的則稱為「氣體」。
氣體 有生命的現象。
工具 工作時所用的器具。
關 牽涉、連繫。
關 姓。如三國時蜀國有關羽。
關 門閂。
關 事物或時間演進過程中的重要時刻、階段。如：「難關」、「過此一關，必無大礙。」、「百歲大關」。唐．韓愈．題炭谷湫祠堂詩：「不知誰為助，若執造化關。」、「百歲大關」。唐．韓愈．題炭谷湫祠堂詩：「不知誰為助，若執造化關。」
跳 越過。
跳 以腳蹬地，使身體往上或向前的動作。
跳 脫離、逃出。
跳 振動。
叫號 大聲呼號。
下方 人間。
下方 古時指南邊與西邊，陰氣萌生的地方。
下方 下面、下邊。
動作 行為舉止。
動作 態勢。
何時 什麼時候。
絕不 一定不會。
跟 鞋子的後部。
跟 隨行、隨侍。
搜尋 搜求尋覓。
元件 由零件組成，用以裝配機器、儀表的組件。並且可在同類裝置中調換使用。
總 一直、一向。
總 聚合。
總 都。
總 繫結。
暴增 急遽的增加。
吸收 吸取容納。
跑 往、到。
跑 走運。
跑 用腳掘地。
焦糖 蔗糖加熱至攝氏二百度所製成的棕色物質。應用於醬油、糖果、醋、啤酒等的著色。
起床 晨起離床。
單方面 只有一方面。相對於全面而言。
軟體 硬體的對稱：(1) 使電腦系統能順利運作和正確提供使用者所需訊息的一些程式集的統稱。與可觸摸到的硬體不同。(2) 泛指一切智慧的資源。如音樂廳的建築物是硬體，音樂節目就是軟體。
時鐘 在資料通訊中，用來控制接收或傳送資料位元的計時裝置。
時鐘 一種可以顯示時間的計時器。有些時鐘時間一到即會發出聲響以報時。
時鐘 電子計算機中發出同步訊號的裝置。
文盲 不識文字的人。
雨勢 下雨的情況。
所謂 所說的。
指控 指名控告。
看起來 從外表上觀看。
過敏 對事情感到敏感且忌諱。
過敏 對環境中某些物質會產生不正常的反應。
效果 功效、效率。
效果 戲劇上指為配合劇情需要所造成的特殊聲光。
水餃 一種用麵粉桿成皮，內包菜肉餡，並用水蒸熟的食物。相對於蒸餃而言。
等一下 等候片刻。
了 置於句末或句中停頓處。表示不耐煩、勸止等意思。
了 明白、懂得。
警員 警察職稱之一，是行政警察最低的基層人員。除專責擔任警察勤務區的勤務外，經常駐在警察派出所輪服共同勤務，承長官命令，依法令維持公共安寧、社會秩序，保護人民生命、財產安全，促進人民福利，為民服務。
整天 從早到晚。
預計 事先估計。
有心 故意、有意。
有心 懷有某種意念或想法。
默哀 肅立低頭不語，在內心懷著沉痛的悼念。
複習 溫習已學習的課程。
保存 保管收存，使事物、性質、意義、作風等繼續維持下去，不受損害或發生變化。
眾人 平凡人、一般人。
眾人 群眾。
打折 降低商品的售價。
技巧 工藝、文學、體育等方面的精鍊技能。
技巧 善於察言觀色而權變阿諛。
面臨 遇到、碰到。
羨慕 心中愛慕渴望。
求 貪圖。
求 招引。
求 姓。如漢代有求仲。
求 要求。
加 
加 姓。如漢代有加特奴。
加 置（刑）或施（恩）。
加 增益。
加 數學上的運算方法之一。
加 更。
加 算法上，指兩個數目的結合。
加 將一物放在另一物的上面。
希 姓。如宋代有希繢。
希 止、漸歇。
希 仰慕。
希 少有、不多。
希 渴望、懇求。
遠 姓。如五代時有遠建平。
遠 血緣關係不近的。
遠 遠離、不接近。
遠 深奧。
遠 時間、空間的距離大。與「近」相對。
錢櫃 裝錢的櫃子。
選 挑揀、擇取。
選 精選的、精良的。
選 遣送、放逐。
完結 結束、辦完。
刺激 使人意識狀態變化或神經亢奮。
刺激 令意識狀態變化，或神經興奮的原因。此種原因，有存於外界的，稱為「物理的刺激」；有不存於外界而由有機體自生的，稱為「生理的刺激」。
過 與「來」、「去」等連用，表示動作的趨向。
過 <1>之又音。
過 去。
過 拜訪。
過 經、歷。
過 量詞。計算動作次數的單位。
過 姓。如漢代有過晏。
支援 支持援助。
佩服 敬仰欽服。
遇 遭受。
遇 相逢、不期而會。
遇 抵擋、對付。
遇 得志、得到賞識。
遇 對待。
遇 契合、投合。
遇 機會。
遇 姓。如漢代有遇沖。
作畫 繪畫。
限定 規定時間、空間或動作的範圍。
帶 一種婦科症狀。
帶 佩掛。
帶 圍繞、環繞。
帶 姓。如戰國時有帶陀。
帶 附帶、連帶、順便做。
帶 繫衣服或紮東西所用的長條物。如「衣帶」、「腰帶」、「鞋帶」。
閉上 關閉合上。
減少 少於原來的。
常 長久不變的。
常 姓。如漢代有常惠。
五 介於四與六之間的自然數。如：「三、四、五、六……。」大寫作「伍」，阿拉伯數字作「5」。
五 姓。如漢代有五京。
有 豐足、富裕。
有 表示重複、反複、連續。
有 姓。如漢代有有祿。
月 姓。如明代有月文憲。
月 二一四部首之一。
月 月球繞行地球一周所需的時間。十二個月為一年。
月 月光。
月 圓形像月亮的。
月 量詞。計算時間的單位。一年有十二個月。
月 月亮、月球。
月 每月的。如:「月會」、「月刊」、「月薪」。
最 菁華，居首要性的人或物。
最 至極。
最 聚合。
最 凡、總計。
會 為一定目的成立的團體組織。
會 
會 適、值。
會 片刻。表示極短的時間。
會 姓。如漢代有會栩。
望 向、朝。
望 向遠處或高處看。
望 志願、心願。
望 名譽、名聲。
望 怨恨、責備。
望 農曆每月十五日，地球上所看見的滿月月相，後指農曆的每月十五日。
望 希冀、期盼。
望 拜訪、慰問。
望 將近、接近。
恰好 正當。
恰好 剛好、正好。
理智 用理性和知識去思考、辨別，而不憑感情衝動做事。
雜念 紛雜不純的念頭。
當時 即時、立刻。
當時 從前、那時候。
些 少量、一點。
些 用於句末。表示疑問、感嘆、勸阻等語氣。在楚辭招魂中常見。
發現 顯露、出現。
發現 發覺前人所沒有見過的事物、地方或道理。
方式 完成某事的一定順序、形式。
末 語氣詞。
末 卑微的、不重要的。
末 不重要、非根本的事物。
末 物體的尾端、頂梢。
末 事物的最後階段。
末 元雜劇裡扮演中年男子的腳色，為後來的「生」。
末 姓。如漢代有末振將。
末 最後的。
末 碎屑、細粉。
末 沒。
末 後。與「前」相對。
未 地支的第八位。
未 不。表示否定的意思。
未 時辰名。約當下午一點到三點。
未 姓。如漢代有未央。
未 放於句末，表示疑問的意思。相當於「否」。
情人 相愛的男女。
情人 多情的人。
本 本來、原來。
本 書籍、字畫、碑帖等。
本 姓。如明代有本高。
本 草木的根幹。
本 量詞：(1) 計算書籍、簿冊等的單位。如：「五本書」、「三本帳簿」。(2) 計算戲曲分段的單位。如：「西廂記第四本」。(3) 計算影片攝製成的膠卷的單位。如：「這部影片長達八大本。」
精 細緻、細密。與「粗」相對。
精 全部、全數。
精 光、空。
精 良質純淨的米。
提款 一種將儲存於金融機構的款項，領回取用的程序。
一月 每年的第一個月，即正月、元月。
一月 一個月之間。
怎麼 為什麼。
怎麼 務必。
怎麼 幹什麼。
怎麼 如何。
甲骨文 商代人占卜時刻於龜甲、獸骨上的文字，清光緒二十五年在河南省安陽縣小屯村陸續發現，為中國有實物可證的最早文字。
戰力 作戰的能力。
心情 心神、情緒。
實驗室 學校或學術研究機構，設置各種器具藥品，供科學研究，實行試驗的特別房舍。
朵 量詞。計算花或雲彩等團狀物的單位。
朵 
朵 植物的花或苞。
回 答覆。
回 中國少數民族之一。主要分布在大陸地區新疆、遼寧、青海、甘肅、寧夏、河北等地區，以信奉回教為主。
回 姓。如明代有回滿注。
回 量詞：(1) 計算行為、動作的單位。相當於「次」。如：「前後我共去找了他五回。」宋．辛棄疾．水調歌頭．帶湖吾甚愛詞：「先生杖屨無事，一日走千回。」(2) 計算時間的單位。一陣子稱為「一回」。喻世明言．卷三．新橋市韓五賣春情：「八老到門前站了一回，蹔到間壁糶米張大郎門前，閒坐了一回。」(3) 計算長篇小說段落的單位。一章稱為「一回」。如：「一百二十回本紅樓夢。」(4) 計算事情的單位。相當於「件」。如：「這是兩回事，不可混為一談。」
看不起 輕視。
擊中 打中。
撤 減輕。
撤 抽回、退回。
撤 除去、免去。
登場 臨考場。
登場 五穀成熟。
登場 當時、當場。
登場 登臨舞臺。引申為上場。
長輩 輩分高、年紀長的人。
開源 開發財源，增加收入。
替換 把原有的調換下來。
訊號 一種用來指示或聯絡的訊息或信號。
相關 彼此有關係。
作者 創作詩歌、文章或其他藝術品的人。
囉 
囉 歌曲中的襯字。
囉 小兒語。
以前 從前。
以前 之前。
老人家 對老者的尊稱。
老人家 尊稱自己或別人的雙親。
交 縱橫錯雜。
交 來往、往來相好。
交 雜合、一齊。
交 相接、接觸。
交 授與、付給。
交 互相、彼此。
交 相會的時候或地方。
交 朋友、友誼。
交 足脛相交。
交 筋斗、跟頭。
交 兩性媾合。
交 姓。如周代有交父彝。
交 使得、使令。
交 買賣。
焦慮 一種緊張不安的情緒狀態。生理反應與恐懼類似，但往往缺乏明確的對象。
焦慮 憂愁苦思。
年貨 過年時所用的一切物品。
撈 
撈 從水中取出東西。
撈 獲得、以不正當的手段取得。
保證 對於他人行為、資產或信用負責擔保。
保證 作為擔保的事物。
彼此 人與人雙方相互間。
彼此 雙方情形相似。常以疊語方式出現。
撐 張開。
強大 強盛壯大。
因 乘、趁。
因 於是、從而。
因 原由、緣故。
因 經由、透過。
因 增添、積累。
因 就、乃。
傢伙 對人戲謔或輕蔑的稱呼。
傢伙 家具雜物。
傢伙 工具、武器。
砲 
砲 堪輿風水書上的術語。地面隆起稱為「墩」，較墩小者稱為「砲」。
論壇 對公眾發表議論的場所或媒體。泛指議論界。
接 連續、連接。
接 姓。如漢代有接昕。
採 扯、拔。
採 理會。
採 摘取。
採 掘取。
採 擇取。
看準 中意、滿意。
看準 預測正確。
亮 聲音響亮清澈。
亮 
到底 至底。
到底 終於。
到底 澈底。
到底 究竟。
到底 到末了。
按下 壓下。
傳神 用圖畫、文字描繪，形象生動逼真，充分表現出其神情意態。
傳神 摹繪人像。
符號 顯示出特別意義，以供辨識的記號。
掛 將話筒放回電話機上切斷通訊。
掛 用來懸吊的。
掛 牽念、懸念。
掛 量詞。計算成套或成串物品的單位。
掛 佩戴、穿戴。
掛 登記。
砍 北方方言。指拋、擲。
砍 用刀斧劈。
安靜 平靜無事。
安靜 氣度沉穩。
安靜 安穩無聲。
胸 指人的氣量、懷抱。
胸 身體前面頸下腹上的部分。
胸 心中、內心。
掉 擺動、搖動。
需求 心理學上指引起個體行為的內在動力。
執迷不悟 堅持錯誤的觀念而不醒悟。
磁片 表層塗有磁氧化物的軟性圓形塑膠片。經由軟式磁碟機的讀寫頭，可在其上存取資料。
選手 參加各種比賽的代表{[99a3]}。
意外 料想不到。
活命 生命。
活命 救助生命。
年底 年尾，一年的最後期間。
地上 地面上。
動物 相對於植物的另一大類生物，這類生物多可自行攝食有機物以維生，有神經、感覺，並具運動能力。生存範圍遍及世界各處。
高 優良。
高 二一四部首之一。
高 上下距離遠的。與「低」相對。如：「山高水深」、「高樓大廈」 。
高 尊崇、敬重。
高 姓。如唐代有高適。
習慣 逐漸適應。
習慣 長期養成，一時不容易改變的行為模式或地方風尚。
代碼 數字電子計算機中，送入的訊息都要化成電子計算機能夠識別的二進制數碼，稱為「代碼」。
只待 只希望。
深入 進入深遠。
深入 透澈事理的中心主題。
包含 包括。
輸入 電腦資料、信號的鍵入貯存。
輸入 外國或外地的貨物輸入本國或本地。
大小 成人及兒童。
大小 重要與不重要的事。泛指一切事務。
大小 尺寸。
常常 平庸。
常常 經常、時常。
解答 解釋回答。
馬虎 草率不認真。
進 由外入內。
進 舊式房舍的院落層次。
進 推荐。
進 出仕、做官。
進 姓。如漢代有進險。
進 收入、買入。
進 向上或向前移動。相對於「退」。
進 呈獻、奉上。
進 積極、努力。
趨勢 趨炎附勢。
趨勢 時勢的傾向。
忍不住 不能忍受。
起來 坐起或站起。
起來 置於動詞詞尾，表示開始發生或興起。
起來 起床。
內部 裡面的部分。
苦悶 痛苦煩惱，心情鬱悶。
商務 商業上的事務。
連 軍隊的編制單位。三排為一連。
連 姓。如民國有連橫。
連 把、將。
連 甚至、就是。
連 和、及。
開機 觸動靈機。
開機 開動機器。常用於廣播或電視節目正式開始製作或播出節目。
川 四川省的簡稱。
川 一種烹飪方法。將食物置於開水中，水一開即刻撈起。
川 河流。
往常 平素、平時。
傑克 撲克牌點數中為十一的，稱為「傑克」。為英語jack的音譯。牌面印著一個宮庭侍衛，牌質的大小居於十點和皇后牌之間。
拒絕 拒退斷絕，不允許，不接受。
差 失誤、不當。
差 搓磨、搓洗。
差 被派遣去做的事。
差 因比較而產生區別。
差 區別、不同。
差 尚、略、還。
差 不整齊、不齊一。
差 缺失、錯誤。
差 分別、區分。
差 選擇。
差 等級。
差 病癒。
差 受派遣去做事的人。
差 派遣。
差 <1>名之語音。
蔡 國名。周代諸侯國之一。故址約位於今河南省新蔡、上蔡、汝南一帶。
蔡 姓。如春秋時晉國有蔡墨。
蔡 大龜。
蔡 野草。
蔡 流放、放逐。
通 共同的。
通 男女間發生不正常的關係。
通 整個、全部。
通 沒有堵塞，可以穿過的。
通 往來、交往。
通 靈活、不閉塞。
通 到達。
通 明白、了解。
通 量詞：(1)計算文書、電訊的單位。如：「一通電話」、「三通電報」。(2)計算敲擊鐘鼓次數的單位。如：「擂鼓三通」。
通 順利。
通 報告、通曉。
通 全、都。
科學 以一定對象為研究範圍，依據實驗與邏輯推理，求得統一、確實的客觀規律和真理。有廣義與狹義之別。廣義泛指一切有組織、有系統的知識而言，可分自然科學、應用科學、社會科學、人文科學四大類。狹義則專指自然科學而言。
科學 合乎科學精神和方法的。如:「警察辦案的方式越來越科學。」
東西 東方與西方。
東西 從東到西。
東西 物品。
這 指示形容詞。
這 用於句中的襯字，無義。
這 「這」、「一」兩字的合音。
這 指稱較近的人、事、時間或地方。
導致 促成、引起。
寄信 寄出信件。
涼 姓。如三國時魏國有涼茂。
涼 輔助、輔佐。
涼 冷清、不熱鬧。
涼 愁悵、悲苦。
涼 感冒、風寒。
涼 失望、灰心。
涼 冷、微寒。
涼 朝代名。東晉十六國中，先後據有今大陸地區甘肅之地者，國號皆稱為「涼」，有前涼、後涼等。
涼 淡薄、不善。
涼 置物於通風處，以降低熱度。
已 停止。
已 太、甚。
已 此、如此。
已 黜退。
已 完畢、完成。
已 一定、必定。
已 用於句首，表示感嘆的語氣。
已 隨後、然後。
已 病癒。
已 已經。
已 用於句尾。相當於「矣」。
依仁 行為處事以仁為依據。
心臟 形容最重要的部分。
心臟 中空、紅色的肌肉質器官，其大如拳，上大下小，略如圓錐，居胸腔中央，中分四室，行規則性的收縮，以保持血液的循環作用。與大靜脈、動脈、肺靜脈、肺動脈相通。
結束 總結、終了。
結束 拘束。
結束 穿戴裝扮。
尷尬 處境困窘或事情棘手，難以應付。
尷尬 行為不正常，鬼鬼祟祟。
套 用套拴繫。
套 模仿。如 :「套公式」。
信件 書信、函件。
見 會晤、接待。
見 二一四部首之一。
見 現在。
見 現有的。
見 舉荐、介紹。
見 被。用在動詞前，表示被動。
見 古代棺木上的裝飾。
見 姓。如宋代有見華。
要 盟約。
要 概括、總括。用於文言文。
要 表示想、希望做某事。
要 人體軀幹的中段部分。
要 邀請。
要 姓。如漢代有要競。
要 約定、約束。
要 切當的。
要 攔阻、截擊。
好 相善、彼此親愛。
好 舊指玉器中的孔。
好 以便、便於。
對不起 對人表示抱歉。
覺 醒悟、感悟。
覺 啟發、告訴。
覺 賢智之人。
覺 知曉、感受到、意識到。
覺 感官受刺激後對事物的辨識能力。
覺 量詞。計算入睡次數的單位。
覺 睡醒。
她 女性第三人稱。
實在 四柱冊的一項分項。
實在 實牢、堅固。
實在 的確、真正。
開槍 扣動扳機，發射子彈。
答案 問題的解答。
那時 前時，那個時候。
女 二一四部首之一。
女 你。
女 姓。如商代有女方。
女 星座名。二十八星宿之一。北方玄武七宿的第三宿，有四顆星。
女 女兒。
女 幼小、柔弱。
女 將女兒許配給他人。
之外 表示某項事物以外的連詞。
海上 滬上，上海市。
海上 海中。
早餐 早晨的餐食。
多媒體 將各種異質媒體（中介物）組合在一起，來表達事件。也就是混合使用能傳達藝術、商業或教育的多功能素材以達成綜合性的藝術表現。
咳嗽 喉部或氣管的黏膜受痰或氣體的刺激，引起反射作用，把氣體用力排出。
咳嗽 比喻出聲、說話。
消除 排除、除去。
跟不上 不能追上。
跟不上 比不上。
創 傷口、傷處。
創 獨特的。
創 膿瘡。
創 開始、開啟、製造、做。
先後 輔佐。
先後 前後。
先後 前後相繼。
先後 妯娌。
格 匡正、改正。
格 長枝條。
格 標準、法式。
格 量詞。計算容器刻度的單位。
格 人品、氣量、風度、情操的泛稱。
格 匹敵、抵抗。
格 窮究。
格 阻礙、阻止。
格 至、來。
格 打鬥、擊殺。
格 姓。如漢代有格班，隋代有格處仁。
格 感通。
格 方形的空框或用線條組成的四方形。
仍 因循、沿襲。
仍 依然、還。
仍 屢次、頻頻。
仍 於是、因此。
今 姓。如明代有今穎伯。
今 現代。與「古」相對。
