虚线,虛線
蚌壳,蚌殼
蛋壳,蛋殼
蜂蜡,蜂蠟
蜜蜡,蜜蠟
螺线,螺線
蠁干,蠁幹
蜡人,蠟人
蜡像,蠟像
蜡书,蠟書
蜡板,蠟板
蜡染,蠟染
蜡梅,蠟梅
蜡油,蠟油
蜡泪,蠟淚
蜡炬,蠟炬
蜡烛,蠟燭
蜡笔,蠟筆
蜡纸,蠟紙
蛮干,蠻幹
冲上,衝上
冲倒,衝倒
冲冠,衝冠
冲出,衝出
冲刺,衝刺
冲力,衝力
冲劲,衝勁
冲动,衝動
冲去,衝去
冲口,衝口
冲撞,衝撞
冲击,衝擊
冲浪,衝浪
冲激,衝激
冲破,衝破
冲突,衝突
冲着,衝著
冲要,衝要
冲进,衝進
冲锋,衝鋒
表里,表裏
袋里,袋裏
被复,被覆
裁并,裁併
补药,補藥
里外,裏外
里子,裏子
里屋,裏屋
里布,裏布
里海,裏海
里衣,裏衣
里边,裏邊
里面,裏面
里头,裏頭
制药,製藥
复利,複利
复印,複印
复句,複句
复合,複合
复姓,複姓
复审,復審
复写,複寫
复式,複式
复数,複數
复本,複本
复查,復查
复检,復檢
复决,復決
复习,復習
复叶,複葉
复制,複製
复诊,復診
复评,復評
复试,復試
复赛,復賽
复述,復述
复选,複選
复阅,復閱
复杂,複雜
褒奖,褒獎
袜线,襪線
衬线,襯線
衬里,襯裏
西线,西線
西药,西藥
要冲,要衝
要麼,要麼
复上,覆上
复亡,覆亡
复信,覆信
复冒,覆冒
复判,覆判
复命,覆命
复审,覆審
复写,覆寫
复巢,覆巢
复败,覆敗
复文,覆文
复核,覆核
复没,覆沒
复灭,覆滅
复叠,覆疊
复盆,覆盆
复舟,覆舟
复盖,覆蓋
复试,覆試
复诵,覆誦
复议,覆議
复载,覆載
复辙,覆轍
复述,覆述
复选,覆選
复电,覆電
见复,見覆
视线,視線
亲启,親啟
解药,解藥
触须,觸鬚
词汇,詞彙
试药,試藥
该当,該當
详尽,詳盡
夸奖,誇獎
语汇,語彙
谨启,謹啟
警钟,警鐘
护墙,護牆
护发,護髮
竖子,豎子
竖毛,豎毛
竖琴,豎琴
竖眼,豎眼
竖立,豎立
竖笛,豎笛
竖起,豎起
贝壳,貝殼
负极,負極
贵干,貴幹
费尽,費盡
贴墙,貼牆
资历,資歷
赈饥,賑饑
赐复,賜覆
购并,購併
赠奖,贈獎
赝品,贗品
赝本,贗本
越线,越線
路线,路線
跳墙,跳牆
身历,身歷
躯干,軀幹
躯壳,軀殼
轴线,軸線
转台,轉檯
辞汇,辭彙
农药,農藥
迷药,迷藥
这里,這裏
这只,這隻
这麼,這麼
连线,連線
连系,連繫
周线,週線
游历,遊歷
遍历,遍歷
过奖,過獎
过当,過當
适当,適當
边线,邊線
那里,那裏
那只,那隻
那麼,那麼
郎当,郎當
配药,配藥
酒坛,酒罈
酸碱,酸鹼
酝成,醞成
酝藉,醞藉
酝酿,醞釀
医药,醫藥
重复,重復
重复,重覆
金钟,金鐘
金发,金髮
针线,針線
钓线,釣線
钓钩,釣鉤
钧启,鈞啟
钩上,鉤上
钩勒,鉤勒
钩爪,鉤爪
钩玄,鉤玄
钩虫,鉤蟲
银钩,銀鉤
银发,銀髮
铜线,銅線
钢线,鋼線
锦绣,錦繡
表壳,錶殼
镜台,鏡檯
钟摆,鐘擺
钟楼,鐘樓
钟声,鐘聲
钟表,鐘錶
钟头,鐘頭
钟点,鐘點
钟鼓,鐘鼓
镌刻,鐫刻
镌琢,鐫琢
镌黜,鐫黜
铁壳,鐵殼
铁线,鐵線
铁钩,鐵鉤
镢头,钁頭
长发,長髮
门墙,門牆
门里,門裏
开启,開啟
开采,開採
开奖,開獎
阅历,閱歷
防线,防線
防台,防颱
阵线,陣線
阴极,陰極
阳极,陽極
阳台,陽臺
隆极,隆極
只字,隻字
只影,隻影
只眼,隻眼
只身,隻身
双线,雙線
鸡只,雞隻
离线,離線
难当,難當
雪线,雪線
电极,電極
电线,電線
电台,電臺
电钟,電鐘
雾台,霧臺
雾里,霧裏
灵台,靈臺
灵药,靈藥
面墙,面牆
顺当,順當
颂系,頌繫
颁奖,頒獎
头奖,頭獎
头发,頭髮
颠复,顛覆
台风,颱風
饥寒,飢寒
饥民,饑民
饥渴,飢渴
饥荒,饑荒
饥饿,飢餓
饥馑,饑饉
香蜡,香蠟
骑墙,騎牆
骨干,骨幹
肮脏,骯髒
脏乱,髒亂
脏了,髒了
脏话,髒話
脏钱,髒錢
发型,髮型
发夹,髮夾
发妻,髮妻
发廊,髮廊
发指,髮指
发捲,髮捲
发油,髮油
发丝,髮絲
发肤,髮膚
发胶,髮膠
发菜,髮菜
发蜡,髮蠟
发际,髮際
发雕,髮雕
发髻,髮髻
鬈发,鬈髮
胡子,鬍子
胡须,鬍鬚
须根,鬚根
须生,鬚生
须眉,鬚眉
鬓发,鬢髮
闹钟,鬧鐘
阋墙,鬩牆
鳄鱼,鱷魚
鹤发,鶴髮
卤味,鹵味
卤素,鹵素
卤莽,鹵莽
碱化,鹼化
碱度,鹼度
碱性,鹼性
碱液,鹼液
面线,麪線
麻线,麻線
麻药,麻藥
黄发,黃髮
黑线,黑線
黑发,黑髮
点线,點線
点钟,點鐘
鼠药,鼠藥
赍志,齎志
龙须,龍鬚
龟壳,龜殼
当,當
一网打尽,一網打盡
一言难尽,一言難盡
一发千钧,一髮千鈞
不识抬举,不識擡舉
中台医专,中臺醫專
亚历山大,亞歷山大
人尽其才,人盡其才
人尽可夫,人盡可夫
人尽皆知,人盡皆知
仁至义尽,仁至義盡
位极人臣,位極人臣
倒绷孩儿,倒繃孩兒
债台高筑,債臺高築
傻里傻气,傻里傻氣
光启中学,光啟中學
克尽全功,克盡全功
前功尽费,前功盡費
剥极必复,剝極必復
勇不可当,勇不可當
势不可当,勢不可當
北回归线,北回歸線
千钧一发,千鈞一髮
南台工专,南臺工專
另当别论,另當別論
吃里扒外,吃裏扒外
吃里爬外,吃裏爬外
各尽其妙,各盡其妙
各尽所能,各盡所能
同归于尽,同歸於盡
名缰利锁,名韁利鎖
否极泰来,否極泰來
启人疑窦,啟人疑竇
启德机场,啟德機場
启英工商,啟英工商
丧尽天良,喪盡天良
嘉南药专,嘉南藥專
土扶成墙,土扶成牆
大仁药专,大仁藥專
天文台道,天文臺道
天翻地复,天翻地覆
女大当嫁,女大當嫁
好戏连台,好戲連臺
如饥似渴,如飢似渴
字里行间,字裏行間
安步当车,安步當車
宋皇台道,宋皇臺道
宝里宝气,寶里寶氣
对酒当歌,對酒當歌
山穷水尽,山窮水盡
山重水复,山重水復
干这一行,幹這一行
干这种事,幹這種事
床头金尽,床頭金盡
厕足其间,廁足其間
建台中学,建臺中學
弓折箭尽,弓折箭盡
强干弱枝,強幹弱枝
弹尽援绝,彈盡援絕
形单影只,形單影隻
忙里偷闲,忙裏偷閑
怒气冲天,怒氣衝天
怪里怪气,怪里怪氣
情至意尽,情至意盡
慌里慌张,慌里慌張
慨当以慷,慨當以慷
应有尽有,應有盡有
承上启下,承上啟下
承先启后,承先啟後
承前启后,承前啟後
振聋启瞆,振聾啟瞶
采风问俗,採風問俗
擢发难数,擢髮難數
政工干校,政工幹校
断发文身,斷髮文身
晚食当肉,晚食當肉
晨钟暮鼓,晨鐘暮鼓
暮鼓晨钟,暮鼓晨鐘
有奖征答,有獎徵答
有饭当吃,有飯當吃
有鱼当摸,有魚當摸
柳眉倒竖,柳眉倒豎
极乐世界,極樂世界
乐极生悲,樂極生悲
樽历在目,樽歷在目
横七竖八,橫七豎八
横眉竖目,橫眉豎目
横冲直撞,橫衝直撞
横说竖说,橫說豎說
歌台舞榭,歌臺舞榭
死里逃生,死裏逃生
殷忧启圣,殷憂啟聖
民穷财尽,民窮財盡
气极败坏,氣極敗壞
永无止尽,永無止盡
江郎才尽,江郎才盡
沙里淘金,沙裏淘金
潜意识里,潛意識裏
烈日当空,烈日當空
无壳蜗牛,無殼蝸牛
无药可救,無藥可救
物极必反,物極必反
物尽其用,物盡其用
奖勤罚懒,獎勤罰懶
独当一面,獨當一面
由表及里,由表及裏
男大当婚,男大當婚
当之无愧,當之無愧
当仁不让,當仁不讓
当务之急,當務之急
当断不断,當斷不斷
当没听见,當沒聽見
当涉及到,當涉及到
当耳边风,當耳邊風
登峰造极,登峰造極
白兔捣药,白兔擣藥
白里透红,白裏透紅
百药之长,百藥之長
百里挑一,百裏挑一
盛极一时,盛極一時
盛极必衰,盛極必衰
尽人皆智,盡人皆智
尽付东流,盡付東流
尽其在我,盡其在我
尽其所有,盡其所有
尽其所长,盡其所長
尽如人意,盡如人意
尽我所能,盡我所能
知尽能索,知盡能索
积谷防饥,積穀防飢
窝里窝囊,窩里窩囊
穷兇极恶,窮兇極惡
穷凶极恶,窮凶極惡
穷奢极侈,窮奢極侈
穷奢极欲,窮奢極欲
穷形尽相,窮形盡相
穷当益坚,窮當益堅
窃钩窃国,竊鉤竊國
竭智尽虑,竭智盡慮
笑里藏刀,笑裏藏刀
精明强干,精明強幹
精锐尽出,精銳盡出
糊里糊涂,糊里糊塗
红杏出墙,紅杏出牆
红绳系足,紅繩繫足
丝来线去,絲來線去
系风捕影,繫風捕影
翻来复去,翻來覆去
翻天复地,翻天覆地
翻云复雨,翻雲覆雨
老当益壮,老當益壯
声如洪钟,聲如洪鐘
胡里胡涂,胡里胡塗
脱缰之马,脫韁之馬
脱缰野马,脫韁野馬
腊尽冬残,臘盡冬殘
至矣尽矣,至矣盡矣
台中一中,臺中一中
台中二中,臺中二中
台中商专,臺中商專
台中师专,臺中師專
台东中学,臺東中學
台东商职,臺東商職
台东女中,臺東女中
台东师专,臺東師專
台东农工,臺東農工
台澎金马,臺澎金馬
舞榭歌台,舞榭歌臺
花拳绣腿,花拳繡腿
苦尽甘来,苦盡甘來
苦尽甜来,苦盡甜來
蒙在鼓里,蒙在鼓裏
薪尽火传,薪盡火傳
药到命除,藥到命除
药到病除,藥到病除
药医学系,藥醫學系
蜜里调油,蜜裏調油
螳臂当车,螳臂當車
衣绣昼行,衣繡晝行
被发左衽,被髮左衽
被发文身,被髮文身
被发缨冠,被髮纓冠
裘敝金尽,裘敝金盡
里应外合,裏應外合
覆水难收,覆水難收
覆车之戒,覆車之戒
亲历其境,親歷其境
诺贝尔奖,諾貝爾獎
丰富多彩,豐富多彩
赤绳系足,赤繩繫足
赶尽杀绝,趕盡殺絕
路柳墙花,路柳牆花
连台好戏,連臺好戲
邋里邋遢,邋里邋遢
酸苹果奖,酸蘋果獎
酸苹猪奖,酸蘋猪獎
采兰赠药,採蘭贈藥
金装玉里,金裝玉裏
钩心斗角,鉤心鬥角
铜墙铁壁,銅牆鐵壁
锐不可当,銳不可當
铺锦列绣,鋪錦列繡
钟鸣鼎食,鐘鳴鼎食
钟鼎山林,鐘鼎山林
长歌当哭,長歌當哭
门当户对,門當戶對
间不容发,間不容髮
除恶务尽,除惡務盡
隔墙有耳,隔牆有耳
只手遮天,隻手遮天
只言片语,隻言片語
云南白药,雲南白藥
静极思动,靜極思動
鞭辟入里,鞭辟入裏
饥不择食,飢不擇食
首当其冲,首當其衝
骨寒毛竖,骨寒毛豎
魂牵梦系,魂牽夢繫
鸟尽弓藏,鳥盡弓藏
麦当奴道,麥當奴道
